"","Area.Code","Area","Item.Code","Item","Element","Year","Value"
"2483",41,"China, mainland",333,"Linseed","Area harvested",2018,279000
"2484",41,"China, mainland",56,"Maize","Area harvested",2018,42130050
"2485",41,"China, mainland",446,"Maize, green","Area harvested",2018,13954
"2486",41,"China, mainland",571,"Mangoes, mangosteens, guavas","Area harvested",2018,170800
"2487",41,"China, mainland",568,"Melons, other (inc.cantaloupes)","Area harvested",2018,376120
"2488",41,"China, mainland",299,"Melonseed","Area harvested",2018,18440
"2489",41,"China, mainland",79,"Millet","Area harvested",2018,778190
"2490",41,"China, mainland",449,"Mushrooms and truffles","Area harvested",2018,27968
"2491",41,"China, mainland",292,"Mustard seed","Area harvested",2018,23519
"2492",41,"China, mainland",234,"Nuts nes","Area harvested",2018,26563
"2493",41,"China, mainland",75,"Oats","Area harvested",2018,140223
"2494",41,"China, mainland",254,"Oil palm fruit","Area harvested",2018,50137
"2495",41,"China, mainland",339,"Oilseeds nes","Area harvested",2018,231870
"2496",41,"China, mainland",403,"Onions, dry","Area harvested",2018,1112833
"2497",41,"China, mainland",402,"Onions, shallots, green","Area harvested",2018,25446
"2498",41,"China, mainland",490,"Oranges","Area harvested",2018,550808
"2499",41,"China, mainland",600,"Papayas","Area harvested",2018,9399
"2500",41,"China, mainland",534,"Peaches and nectarines","Area harvested",2018,828555
"2501",41,"China, mainland",521,"Pears","Area harvested",2018,943420
"2502",41,"China, mainland",187,"Peas, dry","Area harvested",2018,980240
"2503",41,"China, mainland",417,"Peas, green","Area harvested",2018,1620813
"2504",41,"China, mainland",687,"Pepper (piper spp.)","Area harvested",2018,18297
"2505",41,"China, mainland",587,"Persimmons","Area harvested",2018,895010
"2506",41,"China, mainland",574,"Pineapples","Area harvested",2018,75598
"2507",41,"China, mainland",223,"Pistachios","Area harvested",2018,31330
"2508",41,"China, mainland",536,"Plums and sloes","Area harvested",2018,2069022
"2509",41,"China, mainland",116,"Potatoes","Area harvested",2018,4758070
"2510",41,"China, mainland",211,"Pulses nes","Area harvested",2018,59954
"2511",41,"China, mainland",394,"Pumpkins, squash and gourds","Area harvested",2018,441499
"2512",41,"China, mainland",523,"Quinces","Area harvested",2018,46011
"2513",41,"China, mainland",788,"Ramie","Area harvested",2018,28540
"2514",41,"China, mainland",270,"Rapeseed","Area harvested",2018,6550610
"2515",41,"China, mainland",27,"Rice, paddy","Area harvested",2018,30189450
"2516",41,"China, mainland",149,"Roots and tubers nes","Area harvested",2018,3491
"2517",41,"China, mainland",836,"Rubber, natural","Area harvested",2018,693838
"2518",41,"China, mainland",71,"Rye","Area harvested",2018,137707
"2519",41,"China, mainland",280,"Safflower seed","Area harvested",2018,22485
"2520",41,"China, mainland",328,"Seed cotton","Area harvested",2018,3354410
"2521",41,"China, mainland",289,"Sesame seed","Area harvested",2018,262270
"2522",41,"China, mainland",789,"Sisal","Area harvested",2018,2627
"2523",41,"China, mainland",83,"Sorghum","Area harvested",2018,618750
"2524",41,"China, mainland",236,"Soybeans","Area harvested",2018,8412770
"2525",41,"China, mainland",723,"Spices nes","Area harvested",2018,33084
"2526",41,"China, mainland",373,"Spinach","Area harvested",2018,718805
"2527",41,"China, mainland",544,"Strawberries","Area harvested",2018,119970
"2528",41,"China, mainland",157,"Sugar beet","Area harvested",2018,216130
"2529",41,"China, mainland",156,"Sugar cane","Area harvested",2018,1405840
"2530",41,"China, mainland",267,"Sunflower seed","Area harvested",2018,921350
"2531",41,"China, mainland",122,"Sweet potatoes","Area harvested",2018,2369542
"2532",41,"China, mainland",305,"Tallowtree seed","Area harvested",2018,424813
"2533",41,"China, mainland",495,"Tangerines, mandarins, clementines, satsumas","Area harvested",2018,1854035
"2534",41,"China, mainland",136,"Taro (cocoyam)","Area harvested",2018,95486
"2535",41,"China, mainland",667,"Tea","Area harvested",2018,2985800
"2536",41,"China, mainland",826,"Tobacco, unmanufactured","Area harvested",2018,1003250
"2537",41,"China, mainland",388,"Tomatoes","Area harvested",2018,1066922
"2538",41,"China, mainland",97,"Triticale","Area harvested",2018,208832
"2539",41,"China, mainland",275,"Tung nuts","Area harvested",2018,97988
"2540",41,"China, mainland",692,"Vanilla","Area harvested",2018,4701
"2541",41,"China, mainland",463,"Vegetables, fresh nes","Area harvested",2018,11145338
"2542",41,"China, mainland",420,"Vegetables, leguminous nes","Area harvested",2018,6107
"2543",41,"China, mainland",222,"Walnuts, with shell","Area harvested",2018,609687
"2544",41,"China, mainland",567,"Watermelons","Area harvested",2018,1517930
"2545",41,"China, mainland",15,"Wheat","Area harvested",2018,24266190
"2546",41,"China, mainland",1717,"Cereals, Total","Area harvested",2018,99246960
"2547",41,"China, mainland",1804,"Citrus Fruit, Total","Area harvested",2018,2796940
"2548",41,"China, mainland",1753,"Fibre Crops Primary","Area harvested",2018,3404268
"2549",41,"China, mainland",1738,"Fruit Primary","Area harvested",2018,15050240
"2550",41,"China, mainland",1731,"Oilcrops","Area harvested",2018,24916069
"2551",41,"China, mainland",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,24802081
"2552",41,"China, mainland",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,25340882
"2553",41,"China, mainland",1726,"Pulses, Total","Area harvested",2018,2746458
"2554",41,"China, mainland",1720,"Roots and Tubers, Total","Area harvested",2018,7523321
"2555",41,"China, mainland",1723,"Sugar Crops Primary","Area harvested",2018,1621970
"2556",41,"China, mainland",1729,"Treenuts, Total","Area harvested",2018,1019754
"2557",41,"China, mainland",1735,"Vegetables Primary","Area harvested",2018,24595132
"2558",214,"China, Taiwan Province of",515,"Apples","Area harvested",2018,194
"2559",214,"China, Taiwan Province of",526,"Apricots","Area harvested",2018,3764
"2560",214,"China, Taiwan Province of",226,"Areca nuts","Area harvested",2018,41500
"2561",214,"China, Taiwan Province of",367,"Asparagus","Area harvested",2018,469
"2562",214,"China, Taiwan Province of",486,"Bananas","Area harvested",2018,15448
"2563",214,"China, Taiwan Province of",44,"Barley","Area harvested",2018,NA
"2564",214,"China, Taiwan Province of",176,"Beans, dry","Area harvested",2018,6621
"2565",214,"China, Taiwan Province of",414,"Beans, green","Area harvested",2018,2075
"2566",214,"China, Taiwan Province of",552,"Blueberries","Area harvested",2018,NA
"2567",214,"China, Taiwan Province of",358,"Cabbages and other brassicas","Area harvested",2018,16810
"2568",214,"China, Taiwan Province of",426,"Carrots and turnips","Area harvested",2018,2281
"2569",214,"China, Taiwan Province of",125,"Cassava","Area harvested",2018,516
"2570",214,"China, Taiwan Province of",265,"Castor oil seed","Area harvested",2018,NA
"2571",214,"China, Taiwan Province of",393,"Cauliflowers and broccoli","Area harvested",2018,3045
"2572",214,"China, Taiwan Province of",108,"Cereals nes","Area harvested",2018,201
"2573",214,"China, Taiwan Province of",401,"Chillies and peppers, green","Area harvested",2018,2556
"2574",214,"China, Taiwan Province of",661,"Cocoa, beans","Area harvested",2018,NA
"2575",214,"China, Taiwan Province of",249,"Coconuts","Area harvested",2018,2082
"2576",214,"China, Taiwan Province of",656,"Coffee, green","Area harvested",2018,0
"2577",214,"China, Taiwan Province of",397,"Cucumbers and gherkins","Area harvested",2018,1986
"2578",214,"China, Taiwan Province of",399,"Eggplants (aubergines)","Area harvested",2018,1298
"2579",214,"China, Taiwan Province of",821,"Fibre crops nes","Area harvested",2018,31
"2580",214,"China, Taiwan Province of",773,"Flax fibre and tow","Area harvested",2018,213
"2581",214,"China, Taiwan Province of",512,"Fruit, citrus nes","Area harvested",2018,4261
"2582",214,"China, Taiwan Province of",619,"Fruit, fresh nes","Area harvested",2018,8784
"2583",214,"China, Taiwan Province of",603,"Fruit, tropical fresh nes","Area harvested",2018,37545
"2584",214,"China, Taiwan Province of",406,"Garlic","Area harvested",2018,5223
"2585",214,"China, Taiwan Province of",720,"Ginger","Area harvested",2018,863
"2586",214,"China, Taiwan Province of",507,"Grapefruit (inc. pomelos)","Area harvested",2018,4755
"2587",214,"China, Taiwan Province of",560,"Grapes","Area harvested",2018,2785
"2588",214,"China, Taiwan Province of",242,"Groundnuts, with shell","Area harvested",2018,21183
"2589",214,"China, Taiwan Province of",780,"Jute","Area harvested",2018,NA
"2590",214,"China, Taiwan Province of",407,"Leeks, other alliaceous vegetables","Area harvested",2018,793
"2591",214,"China, Taiwan Province of",497,"Lemons and limes","Area harvested",2018,2655
"2592",214,"China, Taiwan Province of",56,"Maize","Area harvested",2018,28945
"2593",214,"China, Taiwan Province of",446,"Maize, green","Area harvested",2018,NA
"2594",214,"China, Taiwan Province of",571,"Mangoes, mangosteens, guavas","Area harvested",2018,15905
"2595",214,"China, Taiwan Province of",568,"Melons, other (inc.cantaloupes)","Area harvested",2018,4465
"2596",214,"China, Taiwan Province of",299,"Melonseed","Area harvested",2018,NA
"2597",214,"China, Taiwan Province of",79,"Millet","Area harvested",2018,257
"2598",214,"China, Taiwan Province of",449,"Mushrooms and truffles","Area harvested",2018,29
"2599",214,"China, Taiwan Province of",260,"Olives","Area harvested",2018,316
"2600",214,"China, Taiwan Province of",403,"Onions, dry","Area harvested",2018,1399
"2601",214,"China, Taiwan Province of",402,"Onions, shallots, green","Area harvested",2018,4989
"2602",214,"China, Taiwan Province of",490,"Oranges","Area harvested",2018,5077
"2603",214,"China, Taiwan Province of",600,"Papayas","Area harvested",2018,2602
"2604",214,"China, Taiwan Province of",534,"Peaches and nectarines","Area harvested",2018,2072
"2605",214,"China, Taiwan Province of",521,"Pears","Area harvested",2018,5274
"2606",214,"China, Taiwan Province of",417,"Peas, green","Area harvested",2018,417
"2607",214,"China, Taiwan Province of",748,"Peppermint","Area harvested",2018,0
"2608",214,"China, Taiwan Province of",587,"Persimmons","Area harvested",2018,5239
"2609",214,"China, Taiwan Province of",574,"Pineapples","Area harvested",2018,8428
"2610",214,"China, Taiwan Province of",536,"Plums and sloes","Area harvested",2018,1502
"2611",214,"China, Taiwan Province of",116,"Potatoes","Area harvested",2018,2654
"2612",214,"China, Taiwan Province of",394,"Pumpkins, squash and gourds","Area harvested",2018,2533
"2613",214,"China, Taiwan Province of",788,"Ramie","Area harvested",2018,0
"2614",214,"China, Taiwan Province of",270,"Rapeseed","Area harvested",2018,7
"2615",214,"China, Taiwan Province of",27,"Rice, paddy","Area harvested",2018,271506
"2616",214,"China, Taiwan Province of",149,"Roots and tubers nes","Area harvested",2018,NA
"2617",214,"China, Taiwan Province of",328,"Seed cotton","Area harvested",2018,NA
"2618",214,"China, Taiwan Province of",289,"Sesame seed","Area harvested",2018,2081
"2619",214,"China, Taiwan Province of",789,"Sisal","Area harvested",2018,1
"2620",214,"China, Taiwan Province of",83,"Sorghum","Area harvested",2018,1348
"2621",214,"China, Taiwan Province of",236,"Soybeans","Area harvested",2018,3021
"2622",214,"China, Taiwan Province of",373,"Spinach","Area harvested",2018,NA
"2623",214,"China, Taiwan Province of",544,"Strawberries","Area harvested",2018,506
"2624",214,"China, Taiwan Province of",423,"String beans","Area harvested",2018,920
"2625",214,"China, Taiwan Province of",156,"Sugar cane","Area harvested",2018,9133
"2626",214,"China, Taiwan Province of",267,"Sunflower seed","Area harvested",2018,NA
"2627",214,"China, Taiwan Province of",122,"Sweet potatoes","Area harvested",2018,9774
"2628",214,"China, Taiwan Province of",495,"Tangerines, mandarins, clementines, satsumas","Area harvested",2018,8559
"2629",214,"China, Taiwan Province of",136,"Taro (cocoyam)","Area harvested",2018,2461
"2630",214,"China, Taiwan Province of",667,"Tea","Area harvested",2018,11660
"2631",214,"China, Taiwan Province of",826,"Tobacco, unmanufactured","Area harvested",2018,476
"2632",214,"China, Taiwan Province of",388,"Tomatoes","Area harvested",2018,4415
"2633",214,"China, Taiwan Province of",463,"Vegetables, fresh nes","Area harvested",2018,71059
"2634",214,"China, Taiwan Province of",420,"Vegetables, leguminous nes","Area harvested",2018,9180
"2635",214,"China, Taiwan Province of",567,"Watermelons","Area harvested",2018,10591
"2636",214,"China, Taiwan Province of",15,"Wheat","Area harvested",2018,2531
"2637",214,"China, Taiwan Province of",1717,"Cereals, Total","Area harvested",2018,304788
"2638",214,"China, Taiwan Province of",1804,"Citrus Fruit, Total","Area harvested",2018,25307
"2639",214,"China, Taiwan Province of",1753,"Fibre Crops Primary","Area harvested",2018,245
"2640",214,"China, Taiwan Province of",1738,"Fruit Primary","Area harvested",2018,150411
"2641",214,"China, Taiwan Province of",1731,"Oilcrops","Area harvested",2018,28690
"2642",214,"China, Taiwan Province of",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,28374
"2643",214,"China, Taiwan Province of",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,28690
"2644",214,"China, Taiwan Province of",1726,"Pulses, Total","Area harvested",2018,6621
"2645",214,"China, Taiwan Province of",1720,"Roots and Tubers, Total","Area harvested",2018,15405
"2646",214,"China, Taiwan Province of",1723,"Sugar Crops Primary","Area harvested",2018,9133
"2647",214,"China, Taiwan Province of",1735,"Vegetables Primary","Area harvested",2018,131477
"2648",44,"Colombia",800,"Agave fibres nes","Area harvested",2018,18599
"2649",44,"Colombia",515,"Apples","Area harvested",2018,705
"2650",44,"Colombia",367,"Asparagus","Area harvested",2018,1721
"2651",44,"Colombia",572,"Avocados","Area harvested",2018,53801
"2652",44,"Colombia",486,"Bananas","Area harvested",2018,98142
"2653",44,"Colombia",44,"Barley","Area harvested",2018,4412
"2654",44,"Colombia",176,"Beans, dry","Area harvested",2018,79323
"2655",44,"Colombia",181,"Broad beans, horse beans, dry","Area harvested",2018,1084
"2656",44,"Colombia",358,"Cabbages and other brassicas","Area harvested",2018,2056
"2657",44,"Colombia",426,"Carrots and turnips","Area harvested",2018,8957
"2658",44,"Colombia",217,"Cashew nuts, with shell","Area harvested",2018,1747
"2659",44,"Colombia",125,"Cassava","Area harvested",2018,109549
"2660",44,"Colombia",393,"Cauliflowers and broccoli","Area harvested",2018,3436
"2661",44,"Colombia",108,"Cereals nes","Area harvested",2018,2576
"2662",44,"Colombia",191,"Chick peas","Area harvested",2018,217
"2663",44,"Colombia",401,"Chillies and peppers, green","Area harvested",2018,7239
"2664",44,"Colombia",661,"Cocoa, beans","Area harvested",2018,105739
"2665",44,"Colombia",249,"Coconuts","Area harvested",2018,20979
"2666",44,"Colombia",656,"Coffee, green","Area harvested",2018,877140
"2667",44,"Colombia",397,"Cucumbers and gherkins","Area harvested",2018,1978
"2668",44,"Colombia",577,"Dates","Area harvested",2018,4
"2669",44,"Colombia",399,"Eggplants (aubergines)","Area harvested",2018,442
"2670",44,"Colombia",569,"Figs","Area harvested",2018,102
"2671",44,"Colombia",512,"Fruit, citrus nes","Area harvested",2018,37929
"2672",44,"Colombia",619,"Fruit, fresh nes","Area harvested",2018,66255
"2673",44,"Colombia",603,"Fruit, tropical fresh nes","Area harvested",2018,62681
"2674",44,"Colombia",406,"Garlic","Area harvested",2018,778
"2675",44,"Colombia",560,"Grapes","Area harvested",2018,3696
"2676",44,"Colombia",242,"Groundnuts, with shell","Area harvested",2018,2282
"2677",44,"Colombia",497,"Lemons and limes","Area harvested",2018,21857
"2678",44,"Colombia",201,"Lentils","Area harvested",2018,5697
"2679",44,"Colombia",372,"Lettuce and chicory","Area harvested",2018,9857
"2680",44,"Colombia",56,"Maize","Area harvested",2018,393949
"2681",44,"Colombia",571,"Mangoes, mangosteens, guavas","Area harvested",2018,38776
"2682",44,"Colombia",568,"Melons, other (inc.cantaloupes)","Area harvested",2018,4341
"2683",44,"Colombia",234,"Nuts nes","Area harvested",2018,274
"2684",44,"Colombia",75,"Oats","Area harvested",2018,NA
"2685",44,"Colombia",254,"Oil palm fruit","Area harvested",2018,487214
"2686",44,"Colombia",403,"Onions, dry","Area harvested",2018,34683
"2687",44,"Colombia",490,"Oranges","Area harvested",2018,19986
"2688",44,"Colombia",600,"Papayas","Area harvested",2018,5188
"2689",44,"Colombia",534,"Peaches and nectarines","Area harvested",2018,2259
"2690",44,"Colombia",521,"Pears","Area harvested",2018,1512
"2691",44,"Colombia",187,"Peas, dry","Area harvested",2018,27137
"2692",44,"Colombia",417,"Peas, green","Area harvested",2018,NA
"2693",44,"Colombia",197,"Pigeon peas","Area harvested",2018,679
"2694",44,"Colombia",574,"Pineapples","Area harvested",2018,21190
"2695",44,"Colombia",489,"Plantains and others","Area harvested",2018,234613
"2696",44,"Colombia",536,"Plums and sloes","Area harvested",2018,1402
"2697",44,"Colombia",116,"Potatoes","Area harvested",2018,134924
"2698",44,"Colombia",211,"Pulses nes","Area harvested",2018,NA
"2699",44,"Colombia",394,"Pumpkins, squash and gourds","Area harvested",2018,9789
"2700",44,"Colombia",270,"Rapeseed","Area harvested",2018,NA
"2701",44,"Colombia",27,"Rice, paddy","Area harvested",2018,526668
"2702",44,"Colombia",149,"Roots and tubers nes","Area harvested",2018,8512
"2703",44,"Colombia",836,"Rubber, natural","Area harvested",2018,NA
"2704",44,"Colombia",328,"Seed cotton","Area harvested",2018,11960
"2705",44,"Colombia",289,"Sesame seed","Area harvested",2018,4849
"2706",44,"Colombia",83,"Sorghum","Area harvested",2018,1020
"2707",44,"Colombia",236,"Soybeans","Area harvested",2018,34597
"2708",44,"Colombia",723,"Spices nes","Area harvested",2018,2906
"2709",44,"Colombia",373,"Spinach","Area harvested",2018,1821
"2710",44,"Colombia",544,"Strawberries","Area harvested",2018,2102
"2711",44,"Colombia",157,"Sugar beet","Area harvested",2018,1163
"2712",44,"Colombia",156,"Sugar cane","Area harvested",2018,455114
"2713",44,"Colombia",161,"Sugar crops nes","Area harvested",2018,NA
"2714",44,"Colombia",267,"Sunflower seed","Area harvested",2018,NA
"2715",44,"Colombia",495,"Tangerines, mandarins, clementines, satsumas","Area harvested",2018,16862
"2716",44,"Colombia",667,"Tea","Area harvested",2018,65
"2717",44,"Colombia",826,"Tobacco, unmanufactured","Area harvested",2018,5777
"2718",44,"Colombia",388,"Tomatoes","Area harvested",2018,10064
"2719",44,"Colombia",463,"Vegetables, fresh nes","Area harvested",2018,11452
"2720",44,"Colombia",420,"Vegetables, leguminous nes","Area harvested",2018,4902
"2721",44,"Colombia",567,"Watermelons","Area harvested",2018,9143
"2722",44,"Colombia",15,"Wheat","Area harvested",2018,3388
"2723",44,"Colombia",137,"Yams","Area harvested",2018,28799
"2724",44,"Colombia",1717,"Cereals, Total","Area harvested",2018,932013
"2725",44,"Colombia",1804,"Citrus Fruit, Total","Area harvested",2018,96634
"2726",44,"Colombia",1753,"Fibre Crops Primary","Area harvested",2018,30559
"2727",44,"Colombia",1738,"Fruit Primary","Area harvested",2018,702546
"2728",44,"Colombia",1731,"Oilcrops","Area harvested",2018,561881
"2729",44,"Colombia",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,561881
"2730",44,"Colombia",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,561881
"2731",44,"Colombia",1726,"Pulses, Total","Area harvested",2018,114137
"2732",44,"Colombia",1720,"Roots and Tubers, Total","Area harvested",2018,281784
"2733",44,"Colombia",1723,"Sugar Crops Primary","Area harvested",2018,456277
"2734",44,"Colombia",1729,"Treenuts, Total","Area harvested",2018,2021
"2735",44,"Colombia",1735,"Vegetables Primary","Area harvested",2018,340793
"2736",45,"Comoros",486,"Bananas","Area harvested",2018,4453
"2737",45,"Comoros",125,"Cassava","Area harvested",2018,11415
"2738",45,"Comoros",693,"Cinnamon (cannella)","Area harvested",2018,NA
"2739",45,"Comoros",698,"Cloves","Area harvested",2018,17840
"2740",45,"Comoros",661,"Cocoa, beans","Area harvested",2018,146
"2741",45,"Comoros",249,"Coconuts","Area harvested",2018,28158
"2742",45,"Comoros",656,"Coffee, green","Area harvested",2018,1077
"2743",45,"Comoros",619,"Fruit, fresh nes","Area harvested",2018,799
"2744",45,"Comoros",242,"Groundnuts, with shell","Area harvested",2018,1161
"2745",45,"Comoros",56,"Maize","Area harvested",2018,3428
"2746",45,"Comoros",402,"Onions, shallots, green","Area harvested",2018,115
"2747",45,"Comoros",197,"Pigeon peas","Area harvested",2018,508
"2748",45,"Comoros",116,"Potatoes","Area harvested",2018,44
"2749",45,"Comoros",211,"Pulses nes","Area harvested",2018,18054
"2750",45,"Comoros",27,"Rice, paddy","Area harvested",2018,26799
"2751",45,"Comoros",789,"Sisal","Area harvested",2018,NA
"2752",45,"Comoros",723,"Spices nes","Area harvested",2018,51
"2753",45,"Comoros",122,"Sweet potatoes","Area harvested",2018,3334
"2754",45,"Comoros",136,"Taro (cocoyam)","Area harvested",2018,1499
"2755",45,"Comoros",388,"Tomatoes","Area harvested",2018,74
"2756",45,"Comoros",692,"Vanilla","Area harvested",2018,29
"2757",45,"Comoros",463,"Vegetables, fresh nes","Area harvested",2018,721
"2758",45,"Comoros",137,"Yams","Area harvested",2018,855
"2759",45,"Comoros",1717,"Cereals, Total","Area harvested",2018,30227
"2760",45,"Comoros",1753,"Fibre Crops Primary","Area harvested",2018,NA
"2761",45,"Comoros",1738,"Fruit Primary","Area harvested",2018,5252
"2762",45,"Comoros",1731,"Oilcrops","Area harvested",2018,29319
"2763",45,"Comoros",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,29319
"2764",45,"Comoros",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,29319
"2765",45,"Comoros",1726,"Pulses, Total","Area harvested",2018,18562
"2766",45,"Comoros",1720,"Roots and Tubers, Total","Area harvested",2018,17147
"2767",45,"Comoros",1735,"Vegetables Primary","Area harvested",2018,910
"2768",46,"Congo",572,"Avocados","Area harvested",2018,1251
"2769",46,"Congo",486,"Bananas","Area harvested",2018,12686
"2770",46,"Congo",176,"Beans, dry","Area harvested",2018,5291
"2771",46,"Congo",414,"Beans, green","Area harvested",2018,1016
"2772",46,"Congo",358,"Cabbages and other brassicas","Area harvested",2018,108
"2773",46,"Congo",426,"Carrots and turnips","Area harvested",2018,82
"2774",46,"Congo",125,"Cassava","Area harvested",2018,133325
"2775",46,"Congo",108,"Cereals nes","Area harvested",2018,3663
"2776",46,"Congo",661,"Cocoa, beans","Area harvested",2018,16007
"2777",46,"Congo",249,"Coconuts","Area harvested",2018,688
"2778",46,"Congo",656,"Coffee, green","Area harvested",2018,9985
"2779",46,"Congo",399,"Eggplants (aubergines)","Area harvested",2018,295
"2780",46,"Congo",619,"Fruit, fresh nes","Area harvested",2018,6145
"2781",46,"Congo",507,"Grapefruit (inc. pomelos)","Area harvested",2018,339
"2782",46,"Congo",242,"Groundnuts, with shell","Area harvested",2018,45252
"2783",46,"Congo",407,"Leeks, other alliaceous vegetables","Area harvested",2018,412
"2784",46,"Congo",497,"Lemons and limes","Area harvested",2018,465
"2785",46,"Congo",372,"Lettuce and chicory","Area harvested",2018,21
"2786",46,"Congo",56,"Maize","Area harvested",2018,14033
"2787",46,"Congo",571,"Mangoes, mangosteens, guavas","Area harvested",2018,4891
"2788",46,"Congo",299,"Melonseed","Area harvested",2018,7583
"2789",46,"Congo",79,"Millet","Area harvested",2018,15996
"2790",46,"Congo",254,"Oil palm fruit","Area harvested",2018,12400
"2791",46,"Congo",430,"Okra","Area harvested",2018,565
"2792",46,"Congo",403,"Onions, dry","Area harvested",2018,67
"2793",46,"Congo",490,"Oranges","Area harvested",2018,590
"2794",46,"Congo",600,"Papayas","Area harvested",2018,228
"2795",46,"Congo",187,"Peas, dry","Area harvested",2018,9326
"2796",46,"Congo",574,"Pineapples","Area harvested",2018,925
"2797",46,"Congo",489,"Plantains and others","Area harvested",2018,9447
"2798",46,"Congo",116,"Potatoes","Area harvested",2018,684
"2799",46,"Congo",27,"Rice, paddy","Area harvested",2018,2026
"2800",46,"Congo",149,"Roots and tubers nes","Area harvested",2018,8961
"2801",46,"Congo",836,"Rubber, natural","Area harvested",2018,2941
"2802",46,"Congo",289,"Sesame seed","Area harvested",2018,609
"2803",46,"Congo",373,"Spinach","Area harvested",2018,106
"2804",46,"Congo",157,"Sugar beet","Area harvested",2018,NA
"2805",46,"Congo",156,"Sugar cane","Area harvested",2018,19579
"2806",46,"Congo",122,"Sweet potatoes","Area harvested",2018,1290
"2807",46,"Congo",495,"Tangerines, mandarins, clementines, satsumas","Area harvested",2018,630
"2808",46,"Congo",826,"Tobacco, unmanufactured","Area harvested",2018,1106
"2809",46,"Congo",388,"Tomatoes","Area harvested",2018,821
"2810",46,"Congo",463,"Vegetables, fresh nes","Area harvested",2018,5546
"2811",46,"Congo",137,"Yams","Area harvested",2018,3840
"2812",46,"Congo",1717,"Cereals, Total","Area harvested",2018,35718
"2813",46,"Congo",1804,"Citrus Fruit, Total","Area harvested",2018,2024
"2814",46,"Congo",1738,"Fruit Primary","Area harvested",2018,37597
"2815",46,"Congo",1731,"Oilcrops","Area harvested",2018,66532
"2816",46,"Congo",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,66532
"2817",46,"Congo",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,66532
"2818",46,"Congo",1726,"Pulses, Total","Area harvested",2018,14617
"2819",46,"Congo",1720,"Roots and Tubers, Total","Area harvested",2018,148100
"2820",46,"Congo",1723,"Sugar Crops Primary","Area harvested",2018,19579
"2821",46,"Congo",1735,"Vegetables Primary","Area harvested",2018,17101
"2822",47,"Cook Islands",572,"Avocados","Area harvested",2018,1
"2823",47,"Cook Islands",486,"Bananas","Area harvested",2018,2
"2824",47,"Cook Islands",125,"Cassava","Area harvested",2018,53
"2825",47,"Cook Islands",249,"Coconuts","Area harvested",2018,1262
"2826",47,"Cook Islands",656,"Coffee, green","Area harvested",2018,1
"2827",47,"Cook Islands",619,"Fruit, fresh nes","Area harvested",2018,346
"2828",47,"Cook Islands",507,"Grapefruit (inc. pomelos)","Area harvested",2018,0
"2829",47,"Cook Islands",497,"Lemons and limes","Area harvested",2018,0
"2830",47,"Cook Islands",571,"Mangoes, mangosteens, guavas","Area harvested",2018,22
"2831",47,"Cook Islands",490,"Oranges","Area harvested",2018,0
"2832",47,"Cook Islands",600,"Papayas","Area harvested",2018,97
"2833",47,"Cook Islands",574,"Pineapples","Area harvested",2018,11
"2834",47,"Cook Islands",149,"Roots and tubers nes","Area harvested",2018,72
"2835",47,"Cook Islands",122,"Sweet potatoes","Area harvested",2018,7
"2836",47,"Cook Islands",495,"Tangerines, mandarins, clementines, satsumas","Area harvested",2018,0
"2837",47,"Cook Islands",388,"Tomatoes","Area harvested",2018,10
"2838",47,"Cook Islands",692,"Vanilla","Area harvested",2018,0
"2839",47,"Cook Islands",463,"Vegetables, fresh nes","Area harvested",2018,160
"2840",47,"Cook Islands",567,"Watermelons","Area harvested",2018,3
"2841",47,"Cook Islands",1804,"Citrus Fruit, Total","Area harvested",2018,0
"2842",47,"Cook Islands",1738,"Fruit Primary","Area harvested",2018,482
"2843",47,"Cook Islands",1731,"Oilcrops","Area harvested",2018,1262
"2844",47,"Cook Islands",1841,"Oilcrops, Cake Equivalent","Area harvested",2018,1262
"2845",47,"Cook Islands",1732,"Oilcrops, Oil Equivalent","Area harvested",2018,1262
"2846",47,"Cook Islands",1720,"Roots and Tubers, Total","Area harvested",2018,132
"2847",47,"Cook Islands",1735,"Vegetables Primary","Area harvested",2018,170
"2848",48,"Costa Rica",366,"Artichokes","Area harvested",2018,4
"2849",48,"Costa Rica",367,"Asparagus","Area harvested",2018,36
"2850",48,"Costa Rica",572,"Avocados","Area harvested",2018,3000
"2851",48,"Costa Rica",486,"Bananas","Area harvested",2018,42990
"2852",48,"Costa Rica",176,"Beans, dry","Area harvested",2018,17520
"2853",48,"Costa Rica",414,"Beans, green","Area harvested",2018,522
"2854",48,"Costa Rica",558,"Berries nes","Area harvested",2018,56
"2855",48,"Costa Rica",358,"Cabbages and other brassicas","Area harvested",2018,824
"2856",48,"Costa Rica",426,"Carrots and turnips","Area harvested",2018,911
"2857",48,"Costa Rica",125,"Cassava","Area harvested",2018,10636
"2858",48,"Costa Rica",393,"Cauliflowers and broccoli","Area harvested",2018,45
